"SWOT.Cats","Negotiation.phase","msg.number","Message"
"O III","PrepCom",256,"instrument"
"O III","PrepCom",256,"existing"
"O III","PrepCom",256,"architecture"
"O III","PrepCom",256,"purpose"
"O III","PrepCom",256,"coherence"
"O III","PrepCom",256,"coordination"
"O III","PrepCom",256,"efforts"
"O I","PrepCom",257,"provide"
"O I","PrepCom",257,"solutions"
"O I","PrepCom",257,"science"
"O I","PrepCom",257,"diplomacy"
"O I","PrepCom",258,"establish"
"O I","PrepCom",258,"clearing"
"O I","PrepCom",258,"house"
"O I","PrepCom",258,"information"
"O I","PrepCom",258,"marine"
"O I","PrepCom",258,"scientific"
"O I","PrepCom",258,"research"
"O I","PrepCom",258,"conducted"
"O I","PrepCom",258,"abnj"
"O I","PrepCom",258,"data"
"O I","PrepCom",258,"information"
"O I","PrepCom",258,"marine"
"O I","PrepCom",258,"genetic"
"O I","PrepCom",258,"resources"
"O III","PrepCom",259,"clarify"
"O III","PrepCom",259,"responsibilities"
"O III","PrepCom",259,"coastal"
"O III","PrepCom",259,"vessels"
"O III","PrepCom",259,"operating"
"O III","PrepCom",259,"waters"
"O III","PrepCom",259,"continental"
"O III","PrepCom",259,"shelf"
"O III","PrepCom",259,"encouraging"
"O III","PrepCom",259,"cooperation"
"O III","PrepCom",259,"effective"
"O III","PrepCom",259,"management"
"O III","PrepCom",259,"activities"
"O I","PrepCom",260,"envisage"
"O I","PrepCom",260,"goals"
"O I","PrepCom",260,"criteria"
"O I","PrepCom",260,"future"
"O I","PrepCom",260,"abmts"
"O I","PrepCom",260,"including"
"O I","PrepCom",260,"mpas"
"O II","PrepCom",261,"develop"
"O II","PrepCom",261,"holistic"
"O II","PrepCom",261,"governance"
"O II","PrepCom",261,"approach"
"O II","PrepCom",261,"implies"
"O II","PrepCom",261,"global"
"O II","PrepCom",261,"geographical"
"O II","PrepCom",261,"coverage"
"O II","PrepCom",261,"consideration"
"O II","PrepCom",261,"fields"
"O II","PrepCom",261,"sectors"
"O V","PrepCom",262,"provide"
"O V","PrepCom",262,"focal"
"O V","PrepCom",262,"global"
"O V","PrepCom",262,"regional"
"O V","PrepCom",262,"sectoral"
"O V","PrepCom",262,"organisations"
"O V","PrepCom",262,"responsibilities"
"O V","PrepCom",262,"conservation"
"O V","PrepCom",262,"sustainable"
"O V","PrepCom",262,"marine"
"O V","PrepCom",262,"biodiversity"
"O V","PrepCom",262,"abnj"
"O II","PrepCom",263,"support"
"O II","PrepCom",263,"cooperation"
"O II","PrepCom",263,"existing"
"O II","PrepCom",263,"regional"
"O II","PrepCom",263,"ocean"
"O II","PrepCom",263,"governance"
"O II","PrepCom",263,"framework"
"T III","PrepCom",264,"antarctic"
"T III","PrepCom",264,"treaty"
"T III","PrepCom",264,"system"
"T III","PrepCom",264,"recognize"
"T III","PrepCom",264,"national"
"T III","PrepCom",264,"jurisdiction"
"T III","PrepCom",264,"southern"
"T III","PrepCom",264,"ocean"
"O II","PrepCom",265,"strengthen"
"O II","PrepCom",265,"regional"
"O II","PrepCom",265,"oceans"
"O II","PrepCom",265,"governance"
"O II","PrepCom",265,"multi"
"O II","PrepCom",265,"sectoral"
"O II","PrepCom",265,"coordination"
"O II","PrepCom",265,"establishment"
"O II","PrepCom",265,"regional"
"O II","PrepCom",265,"oceans"
"O II","PrepCom",265,"governance"
"O II","PrepCom",265,"bodies"
"O III","PrepCom",266,"current"
"O III","PrepCom",266,"consistency"
"O III","PrepCom",266,"multilateral"
"O III","PrepCom",266,"regional"
"O III","PrepCom",266,"institutions"
"O III","PrepCom",266,"legal"
"O III","PrepCom",266,"instruments"
"O II","PrepCom",267,"unify"
"O II","PrepCom",267,"existing"
"O II","PrepCom",267,"regulatory"
"O II","PrepCom",267,"governance"
"O II","PrepCom",267,"mechanisms"
"O II","PrepCom",267,"fill"
"O II","PrepCom",267,"gaps"
"O II","PrepCom",267,"exist"
"W III","PrepCom",268,"approach"
"W III","PrepCom",268,"fisheries"
"W III","PrepCom",268,"building"
"W III","PrepCom",268,"complementary"
"W III","PrepCom",268,"existing"
"W III","PrepCom",268,"measures"
"W III","PrepCom",268,"preferred"
"W III","PrepCom",268,"radical"
"W III","PrepCom",268,"approaches"
"O IV","PrepCom",269,"strengthen"
"O IV","PrepCom",269,"requirements"
"O IV","PrepCom",269,"monitoring"
"O IV","PrepCom",269,"compliance"
"O IV","PrepCom",269,"enforcement"
"T II","PrepCom",270,"lack"
"T II","PrepCom",270,"consensus"
"T II","PrepCom",270,"developing"
"T II","PrepCom",270,"developed"
"T II","PrepCom",270,"abnj"
"T II","PrepCom",270,"governed"
"T II","PrepCom",270,"principle"
"T II","PrepCom",270,"common"
"T II","PrepCom",270,"heritage"
"T II","PrepCom",270,"mankind"
"T II","PrepCom",270,"freedom"
"T II","PrepCom",270,"seas"
"S II","PrepCom",271,"options"
"S II","PrepCom",271,"approaches"
"S II","PrepCom",271,"promote"
"S II","PrepCom",271,"international"
"S II","PrepCom",271,"cooperation"
"S II","PrepCom",271,"coordination"
"S II","PrepCom",271,"conservation"
"S II","PrepCom",271,"sustainable"
"S II","PrepCom",271,"abnj"
"W VI","PrepCom",272,"developing"
"W VI","PrepCom",272,"lack"
"W VI","PrepCom",272,"means"
"W VI","PrepCom",272,"access"
"W VI","PrepCom",272,"resources"
"W VI","PrepCom",272,"abnj"
"W VI","PrepCom",272,"benefit"
"W VI","PrepCom",272,"exploitation"
"O I","BBNJ WG",273,"effect"
"O I","BBNJ WG",273,"environmental"
"O I","BBNJ WG",273,"obligations"
"O I","BBNJ WG",273,"constraining"
"O I","BBNJ WG",273,"extent"
"O I","BBNJ WG",273,"freedom"
"O I","BBNJ WG",273,"seas"
"O III","BBNJ WG",274,"provide"
"O III","BBNJ WG",274,"regulatory"
"O III","BBNJ WG",274,"regime"
"O III","BBNJ WG",274,"default"
"O III","BBNJ WG",274,"functioning"
"O III","BBNJ WG",274,"rfmos"
"O III","BBNJ WG",274,"addressing"
"O III","BBNJ WG",274,"biodiversity"
"O III","BBNJ WG",274,"concerns"
"W I","BBNJ WG",275,"reference"
"W I","BBNJ WG",275,"sustainable"
"W I","BBNJ WG",275,"requires"
"W I","BBNJ WG",275,"broader"
"W I","BBNJ WG",275,"reflection"
"W I","BBNJ WG",275,"strategies"
"W I","BBNJ WG",275,"achieve"
"W I","BBNJ WG",275,"sustainable"
"W I","BBNJ WG",275,"development"
"O V","BBNJ WG",276,"establish"
"O V","BBNJ WG",276,"legal"
"O V","BBNJ WG",276,"mandate"
"O V","BBNJ WG",276,"procedure"
"O V","BBNJ WG",276,"incorporating"
"O V","BBNJ WG",276,"systematic"
"O V","BBNJ WG",276,"approach"
"O V","BBNJ WG",276,"management"
"O V","BBNJ WG",276,"planning"
"O V","BBNJ WG",276,"decision"
"O III","BBNJ WG",277,"develop"
"O III","BBNJ WG",277,"effectively"
"O III","BBNJ WG",277,"managed"
"O III","BBNJ WG",277,"ecologically"
"O III","BBNJ WG",277,"representative"
"O III","BBNJ WG",277,"connected"
"O III","BBNJ WG",277,"system"
"O III","BBNJ WG",277,"mpas"
"O III","BBNJ WG",277,"abnj"
"O I","BBNJ WG",278,"define"
"O I","BBNJ WG",278,"criteria"
"O I","BBNJ WG",278,"conservation"
"O I","BBNJ WG",278,"objectives"
"O I","BBNJ WG",278,"processes"
"O I","BBNJ WG",278,"submitting"
"O I","BBNJ WG",278,"mpa"
"O I","BBNJ WG",278,"proposals"
"O I","BBNJ WG",278,"agreeing"
"O I","BBNJ WG",278,"management"
"O I","BBNJ WG",278,"measures"
"O I","BBNJ WG",278,"procedures"
"O I","BBNJ WG",278,"scientific"
"O I","BBNJ WG",278,"review"
"O I","BBNJ WG",278,"endorsement"
"O IV","BBNJ WG",279,"set"
"O IV","BBNJ WG",279,"objectives"
"O IV","BBNJ WG",279,"priorities"
"O IV","BBNJ WG",279,"time"
"O IV","BBNJ WG",279,"frames"
"O IV","BBNJ WG",279,"process"
"O IV","BBNJ WG",279,"review"
"O IV","BBNJ WG",279,"progress"
"O IV","BBNJ WG",279,"enhance"
"O IV","BBNJ WG",279,"cross"
"O IV","BBNJ WG",279,"sectoral"
"O IV","BBNJ WG",279,"cooperation"
"T III","BBNJ WG",280,"concern"
"T III","BBNJ WG",280,"absence"
"T III","BBNJ WG",280,"multilaterally"
"T III","BBNJ WG",280,"agreed"
"T III","BBNJ WG",280,"regime"
"T III","BBNJ WG",280,"mpas"
"T III","BBNJ WG",280,"reservations"
"T III","BBNJ WG",280,"legitimacy"
"T III","BBNJ WG",280,"mpas"
"T III","BBNJ WG",280,"designated"
"T III","BBNJ WG",280,"unilaterally"
"T II","IGC",281,"lack"
"T II","IGC",281,"implementation"
"T II","IGC",281,"monitoring"
"T II","IGC",281,"controling"
"T II","IGC",281,"surveillance"
"T II","IGC",281,"rules"
"T II","IGC",281,"due"
"T II","IGC",281,"insufficient"
"T II","IGC",281,"capital"
"T II","IGC",281,"investment"
"T II","IGC",281,"governance"
"O II","IGC",282,"create"
"O II","IGC",282,"common"
"O II","IGC",282,"platform"
"O II","IGC",282,"adoption"
"O II","IGC",282,"cross"
"O II","IGC",282,"sectoral"
"O II","IGC",282,"abmts"
"O II","IGC",282,"global"
"O II","IGC",282,"ocean"
"O II","IGC",282,"basin"
"O II","IGC",282,"level"
"O II","IGC",282,"enable"
"O II","IGC",282,"wider"
"O II","IGC",282,"marine"
"O II","IGC",282,"assessment"
"O II","IGC",282,"planning"
"O II","IGC",282,"boundaries"
"O II","IGC",282,"ensure"
"O II","IGC",282,"activities"
"O II","IGC",282,"affect"
"O II","IGC",282,"ocean"
"O II","IGC",282,"health"
"O II","IGC",282,"integrity"
"O II","IGC",282,"mpas"
"O I","IGC",283,"adjacency"
"O I","IGC",283,"limited"
"O I","IGC",283,"effects"
"O I","IGC",283,"term"
"O I","IGC",283,"potentially"
"O I","IGC",283,"affected"
"T III","IGC",284,"fishing"
"T III","IGC",284,"included"
"O V","IGC",285,"decision"
"O V","IGC",285,"body"
"O V","IGC",285,"provide"
"O V","IGC",285,"avenues"
"O V","IGC",285,"participation"
"O V","IGC",285,"ngos"
"O V","IGC",285,"igos"
"O V","IGC",285,"private"
"O V","IGC",285,"sector"
"O V","IGC",285,"scientific"
"O V","IGC",285,"community"
"O V","IGC",285,"academia"
"O V","IGC",285,"youth"
"O V","IGC",285,"women"
"O V","IGC",285,"indigenous"
"O V","IGC",285,"local"
"O V","IGC",285,"communities"
"O I","IGC",286,"suggestions"
"O I","IGC",286,"address"
"O I","IGC",286,"conceptual"
"O I","IGC",286,"ambiguities"
"O I","IGC",286,"institutional"
"O I","IGC",286,"gaps"
"O I","IGC",286,"implementation"
"O I","IGC",286,"abmts"
"O III","IGC",287,"marine"
"O III","IGC",287,"spatial"
"O III","IGC",287,"planning"
"O III","IGC",287,"main"
"O III","IGC",287,"approach"
"O V","IGC",288,"future"
"O V","IGC",288,"provide"
"O V","IGC",288,"international"
"O V","IGC",288,"tribunal"
"O V","IGC",288,"law"
"O V","IGC",288,"sea"
"O V","IGC",288,"itlos"
"O V","IGC",288,"advisory"
"O V","IGC",288,"jurisdiction"
"W II","IGC",289,"due"
"W II","IGC",289,"principle"
"W II","IGC",289,"exclusive"
"W II","IGC",289,"flag"
"W II","IGC",289,"jurisdiction"
"W II","IGC",289,"seas"
"W II","IGC",289,"implementation"
"W II","IGC",289,"tools"
"W II","IGC",289,"mpas"
"W II","IGC",289,"compromised"
"W III","IGC",290,"issue"
"W III","IGC",290,"adjacency"
"W III","IGC",290,"remains"
"W III","IGC",290,"contentious"
"W III","IGC",290,"issues"
"W III","IGC",290,"related"
"W III","IGC",290,"adoption"
"W III","IGC",290,"implementation"
"W III","IGC",290,"abmts"
"W III","IGC",290,"mpas"
"W III","IGC",290,"adjacent"
"W III","IGC",290,"maritime"
"W III","IGC",290,"territories"
"W I","IGC",291,"include"
"W I","IGC",291,"flexibilty"
"W I","IGC",291,"deal"
"T II","IGC",292,"disagreements"
"T II","IGC",292,"criteria"
"T II","IGC",292,"include"
"T II","IGC",292,"criteria"
"T II","IGC",292,"linked"
"T II","IGC",292,"adverse"
"T II","IGC",292,"impacts"
"T II","IGC",292,"climate"
"T II","IGC",292,"change"
"T II","IGC",292,"ocean"
"T II","IGC",292,"acidification"
"T II","IGC",292,"cumulative"
"T II","IGC",292,"transboundary"
"T II","IGC",292,"impacts"
"T II","IGC",292,"designing"
"T II","IGC",292,"abmts"
"T II","IGC",293,"establishment"
"T II","IGC",293,"seas"
"T II","IGC",293,"mpas"
"T II","IGC",293,"rise"
"T II","IGC",293,"conflicts"
"T II","IGC",293,"freedom"
"T II","IGC",293,"seas"
"W I","IGC",294,"explicit"
"W I","IGC",294,"environmental"
"W I","IGC",294,"damage"
"W I","IGC",294,"extent"
"W I","IGC",294,"liability"
"W I","IGC",294,"purpose"
"W I","IGC",294,"physical"
"W I","IGC",294,"remediation"
"W I","IGC",294,"restoration"
"W I","IGC",294,"marine"
"W I","IGC",294,"ecosystem"
"W I","IGC",294,"services"
"T II","IGC",295,"divergence"
"T II","IGC",295,"lower"
"T II","IGC",295,"income"
"O II","IGC",296,"create"
"O II","IGC",296,"reporting"
"O II","IGC",296,"obligations"
"O II","IGC",296,"paties"
"O II","IGC",296,"regional"
"O II","IGC",296,"sectoral"
"O II","IGC",296,"bodies"
"W I","IGC",297,"suggested"
"W I","IGC",297,"phrase"
"W I","IGC",297,"undermine"
"W I","IGC",297,"chosen"
"W I","IGC",297,"political"
"W I","IGC",297,"malleability"
"W I","IGC",297,"precise"
"W I","IGC",297,"understanding"
"W I","IGC",297,"meaning"
"O II","IGC",298,"system"
"O II","IGC",298,"oriented"
"O II","IGC",298,"joint"
"O II","IGC",298,"interplay"
"O II","IGC",298,"management"
"O II","IGC",298,"encourage"
"O II","IGC",298,"equal"
"O II","IGC",298,"bodies"
"O II","IGC",298,"engage"
"O II","IGC",298,"structured"
"O II","IGC",298,"communication"
"O II","IGC",298,"synergistic"
"O II","IGC",298,"collaboration"
"O III","IGC",299,"management"
"O III","IGC",299,"plans"
"O III","IGC",299,"protected"
"O III","IGC",299,"vulnerable"
"O III","IGC",299,"species"
"O III","IGC",299,"ecosystems"
"T V","IGC",300,"divisions"
"T V","IGC",300,"establish"
"T V","IGC",300,"decision"
"T V","IGC",300,"body"
"T V","IGC",300,"entitle"
"T V","IGC",300,"existing"
"T V","IGC",300,"regional"
"T V","IGC",300,"institutions"
"T V","IGC",300,"decide"
"T V","IGC",300,"mpas"
"T V","IGC",300,"proposals"
"O II","PrepCom",301,"encourage"
"O II","PrepCom",301,"inter"
"O II","PrepCom",301,"sectoral"
"O II","PrepCom",301,"inter"
"O II","PrepCom",301,"agency"
"O II","PrepCom",301,"coordination"
"O II","PrepCom",301,"abnj"
"O III","PrepCom",302,"create"
"O III","PrepCom",302,"additional"
"O III","PrepCom",302,"criteria"
"O III","PrepCom",302,"defining"
"O III","PrepCom",302,"ebsas"
"O III","PrepCom",302,"protect"
"O III","PrepCom",302,"ecosystems"
"O III","PrepCom",302,"developing"
"O III","PrepCom",302,"threats"
"W III","PrepCom",303,"adjacent"
"W III","PrepCom",303,"coastal"
"W III","PrepCom",303,"included"
"W III","PrepCom",303,"subcategory"
"O III","PrepCom",304,"benefit"
"O III","PrepCom",304,"experience"
"O III","PrepCom",304,"gained"
"O III","PrepCom",304,"existing"
"O III","PrepCom",304,"regional"
"O III","PrepCom",304,"global"
"O III","PrepCom",304,"approaches"
"O II","PrepCom",305,"broad"
"O II","PrepCom",305,"interpretation"
"O II","PrepCom",305,"term"
"O II","PrepCom",305,"undermine"
"O II","PrepCom",305,"facilitate"
"O II","PrepCom",305,"efforts"
"O II","PrepCom",305,"abilities"
"O II","PrepCom",305,"existing"
"O II","PrepCom",305,"bodies"
"O I","PrepCom",306,"provide"
"O I","PrepCom",306,"unifying"
"O I","PrepCom",306,"focus"
"O I","PrepCom",306,"science"
"O I","PrepCom",306,"collaboration"
"O I","PrepCom",306,"generate"
"O I","PrepCom",306,"knowledge"
"O I","PrepCom",306,"technology"
"O I","PrepCom",306,"transfer"
"O I","PrepCom",306,"capacity"
"O I","PrepCom",306,"development"
"O I","PrepCom",306,"enable"
"O I","PrepCom",306,"application"
"O I","PrepCom",306,"knowledge"
"O VI","PrepCom",307,"facilitate"
"O VI","PrepCom",307,"participation"
"O VI","PrepCom",307,"research"
"O VI","PrepCom",307,"programmes"
"O III","PrepCom",308,"consult"
"O III","PrepCom",308,"coastal"
"O III","PrepCom",308,"abmts"
"O III","PrepCom",308,"proposed"
"O III","PrepCom",308,"extended"
"O III","PrepCom",308,"continental"
"O III","PrepCom",308,"shelf"
"O IV","PrepCom",309,"build"
"O IV","PrepCom",309,"follow"
"O IV","PrepCom",309,"requirements"
"O IV","PrepCom",309,"surveillance"
"O IV","PrepCom",309,"effects"
"O IV","PrepCom",309,"permitted"
"O IV","PrepCom",309,"activities"
"O IV","PrepCom",309,"including"
"O IV","PrepCom",309,"fisheries"
"O II","PrepCom",310,"establish"
"O II","PrepCom",310,"regular"
"O II","PrepCom",310,"opposed"
"O II","PrepCom",310,"ad"
"O II","PrepCom",310,"hoc"
"O II","PrepCom",310,"cooperation"
"O II","PrepCom",310,"mechanisms"
"O II","PrepCom",310,"rfmos"
"O II","PrepCom",310,"global"
"O II","PrepCom",310,"regional"
"O II","PrepCom",310,"organisations"
"O II","PrepCom",310,"international"
"O II","PrepCom",310,"maritime"
"O II","PrepCom",310,"organization"
"O II","PrepCom",310,"imo"
"O II","PrepCom",310,"international"
"O II","PrepCom",310,"seabed"
"O II","PrepCom",310,"authority"
"O II","PrepCom",310,"isa"
"O II","PrepCom",310,"regional"
"O II","PrepCom",310,"seas"
"O II","PrepCom",310,"organizations"
"T III","PrepCom",311,"situation"
"T III","PrepCom",311,"antarctic"
"T III","PrepCom",311,"terrestrial"
"T III","PrepCom",311,"sovereignty"
"T III","PrepCom",311,"antarctic"
"T III","PrepCom",311,"treaty"
"T III","PrepCom",311,"southern"
"T III","PrepCom",311,"ocean"
"T III","PrepCom",311,"ilbi"
"T III","PrepCom",311,"apply"
"T III","PrepCom",311,"identified"
"O III","PrepCom",312,"update"
"O III","PrepCom",312,"develop"
"O III","PrepCom",312,"regime"
"O III","PrepCom",312,"seas"
"O III","PrepCom",312,"fisheries"
"O III","PrepCom",312,"contained"
"O III","PrepCom",312,"unclos"
"O III","PrepCom",312,"fish"
"O III","PrepCom",312,"stocks"
"O III","PrepCom",312,"southern"
"O III","PrepCom",312,"ocean"
"O III","PrepCom",313,"rights"
"O III","PrepCom",313,"duties"
"O III","PrepCom",313,"national"
"O III","PrepCom",313,"jurisdiction"
"O III","PrepCom",314,"move"
"O III","PrepCom",314,"sectoral"
"O III","PrepCom",314,"fragmented"
"O III","PrepCom",314,"abnj"
"O III","PrepCom",314,"management"
"O III","PrepCom",314,"system"
"O III","PrepCom",314,"holistic"
"O III","PrepCom",314,"based"
"O III","PrepCom",314,"ecosystem"
"O III","PrepCom",314,"approach"
"W III","PrepCom",315,"adoption"
"W III","PrepCom",315,"resolve"
"W III","PrepCom",315,"gaps"
"W III","PrepCom",315,"rfmo"
"W III","PrepCom",315,"coverage"
"W III","PrepCom",315,"secures"
"W III","PrepCom",315,"universal"
"W III","PrepCom",315,"participation"
"O I","PrepCom",316,"articulate"
"O I","PrepCom",316,"practice"
"O I","PrepCom",316,"standards"
"O I","PrepCom",316,"eias"
"O I","PrepCom",316,"seas"
"O I","PrepCom",316,"msp"
"W II","PrepCom",317,"preparatory"
"W II","PrepCom",317,"committee"
"W II","PrepCom",317,"reach"
"W II","PrepCom",317,"substantive"
"W II","PrepCom",317,"matters"
"W II","PrepCom",317,"consensus"
"O II","PrepCom",318,"harmonize"
"O II","PrepCom",318,"enhance"
"O II","PrepCom",318,"existing"
"O II","PrepCom",318,"governance"
"O II","PrepCom",318,"mechanisms"
"O II","BBNJ WG",319,"recognize"
"O II","BBNJ WG",319,"role"
"O II","BBNJ WG",319,"organizations"
"O II","BBNJ WG",319,"rfmos"
"O II","BBNJ WG",319,"deferring"
"O I","BBNJ WG",320,"provide"
"O I","BBNJ WG",320,"harmonised"
"O I","BBNJ WG",320,"mandates"
"O I","BBNJ WG",320,"rigorous"
"O I","BBNJ WG",320,"performance"
"O I","BBNJ WG",320,"standards"
"O I","BBNJ WG",320,"sectors"
"O I","BBNJ WG",320,"regions"
"W I","BBNJ WG",321,"sets"
"W I","BBNJ WG",321,"list"
"W I","BBNJ WG",321,"highly"
"W I","BBNJ WG",321,"complex"
"W I","BBNJ WG",321,"mechanisms"
"W I","BBNJ WG",321,"tools"
"W I","BBNJ WG",321,"procedural"
"W I","BBNJ WG",321,"nature"
"W I","BBNJ WG",321,"require"
"W I","BBNJ WG",321,"legal"
"W I","BBNJ WG",321,"structuring"
"O I","BBNJ WG",322,"designate"
"O I","BBNJ WG",322,"create"
"O I","BBNJ WG",322,"science"
"O I","BBNJ WG",322,"body"
"O I","BBNJ WG",322,"inform"
"O I","BBNJ WG",322,"systematic"
"O I","BBNJ WG",322,"planning"
"O I","BBNJ WG",322,"efforts"
"O I","BBNJ WG",323,"define"
"O I","BBNJ WG",323,"criteria"
"O I","BBNJ WG",323,"conservation"
"O I","BBNJ WG",323,"objectives"
"O I","BBNJ WG",323,"processes"
"O I","BBNJ WG",323,"submitting"
"O I","BBNJ WG",323,"mpa"
"O I","BBNJ WG",323,"proposals"
"O I","BBNJ WG",323,"agreeing"
"O I","BBNJ WG",323,"management"
"O I","BBNJ WG",323,"measures"
"O I","BBNJ WG",323,"procedures"
"O I","BBNJ WG",323,"scientific"
"O I","BBNJ WG",323,"review"
"O I","BBNJ WG",323,"endorsement"
"O III","BBNJ WG",324,"oblige"
"O III","BBNJ WG",324,"parties"
"O III","BBNJ WG",324,"comply"
"O III","BBNJ WG",324,"agreed"
"O III","BBNJ WG",324,"mpa"
"O III","BBNJ WG",324,"management"
"O III","BBNJ WG",324,"measures"
"O III","BBNJ WG",324,"authorise"
"O III","BBNJ WG",324,"undertake"
"O III","BBNJ WG",324,"activities"
"O III","BBNJ WG",324,"contrary"
"O III","BBNJ WG",324,"objectives"
"O III","BBNJ WG",324,"mpa"
"O III","BBNJ WG",324,"established"
"O III","BBNJ WG",325,"ensure"
"O III","BBNJ WG",325,"marine"
"O III","BBNJ WG",325,"abnj"
"O III","BBNJ WG",325,"benefit"
"O III","BBNJ WG",325,"baseline"
"O III","BBNJ WG",325,"level"
"O III","BBNJ WG",325,"protection"
"O III","BBNJ WG",325,"ecologically"
"O III","BBNJ WG",325,"biologically"
"O III","BBNJ WG",325,"significant"
"O III","BBNJ WG",325,"encompassed"
"O III","BBNJ WG",325,"mpa"
"O III","BBNJ WG",325,"networks"
"O III","BBNJ WG",325,"protected"
"T II","BBNJ WG",326,"reluctance"
"T II","BBNJ WG",326,"organisations"
"T II","BBNJ WG",326,"mpas"
"T II","BBNJ WG",326,"tool"
"T II","BBNJ WG",326,"restricting"
"T II","BBNJ WG",326,"activities"
"T II","BBNJ WG",326,"covered"
"T II","BBNJ WG",326,"freedom"
"T II","BBNJ WG",326,"seas"
"T II","BBNJ WG",326,"navigation"
"T II","BBNJ WG",326,"fishing"
"O I","IGC",327,"broadening"
"O I","IGC",327,"existing"
"O I","IGC",327,"concepts"
"O I","IGC",327,"reflect"
"O I","IGC",327,"interconnectivity"
"O I","IGC",327,"intrinsic"
"O I","IGC",327,"nature"
"O III","IGC",328,"abmts"
"O III","IGC",328,"compatible"
"O III","IGC",328,"conservation"
"O III","IGC",328,"sustainable"
"O III","IGC",328,"measures"
"O III","IGC",328,"national"
"O III","IGC",328,"jurisdiction"
"O II","IGC",329,"possibility"
"O II","IGC",329,"apply"
"O II","IGC",329,"polycentric"
"O II","IGC",329,"approach"
"O II","IGC",329,"abnj"
"O II","IGC",329,"governance"
"O II","IGC",329,"spatial"
"O II","IGC",329,"division"
"O II","IGC",329,"global"
"O II","IGC",329,"ocean"
"O II","IGC",329,"scale"
"O II","IGC",329,"regional"
"O II","IGC",329,"clusters"
"O II","IGC",329,"enhance"
"O II","IGC",329,"cooperation"
"O II","IGC",329,"coordination"
"O II","IGC",329,"coherence"
"O II","IGC",330,"integration"
"O II","IGC",330,"spatial"
"O II","IGC",330,"planning"
"O II","IGC",330,"stakeholder"
"O II","IGC",330,"cooperation"
"O II","IGC",330,"based"
"O II","IGC",330,"management"
"O II","IGC",330,"tools"
"O II","IGC",330,"abmts"
"O II","IGC",330,"achieve"
"O II","IGC",330,"agreament"
"O II","IGC",330,"objectives"
"O II","IGC",331,"engage"
"O II","IGC",331,"actors"
"O II","IGC",331,"granting"
"O II","IGC",331,"observer"
"O II","IGC",331,"status"
"O II","IGC",331,"civil"
"O II","IGC",331,"society"
"O II","IGC",331,"organizations"
"O II","IGC",331,"accompanied"
"O II","IGC",331,"strong"
"O II","IGC",331,"support"
"O II","IGC",331,"participation"
"W III","IGC",332,"lack"
"W III","IGC",332,"discussion"
"W III","IGC",332,"create"
"W III","IGC",332,"robust"
"W III","IGC",332,"effective"
"W III","IGC",332,"institutional"
"W III","IGC",332,"coordination"
"W III","IGC",332,"competent"
"W III","IGC",332,"international"
"W III","IGC",332,"regional"
"W III","IGC",332,"bodies"
"W I","IGC",333,"include"
"W I","IGC",333,"explicit"
"W I","IGC",333,"reference"
"W I","IGC",333,"freedom"
"W I","IGC",333,"seas"
"W I","IGC",333,"common"
"W I","IGC",333,"heritage"
"W I","IGC",333,"mankind"
"W I","IGC",333,"principles"
"W III","IGC",334,"complexity"
"W III","IGC",334,"basic"
"W III","IGC",334,"characteristics"
"W III","IGC",334,"social"
"W III","IGC",334,"ecological"
"W III","IGC",334,"systems"
"W III","IGC",334,"addressed"
"W III","IGC",334,"draft"
"W III","IGC",334,"text"
"T I","IGC",335,"evidence"
"T I","IGC",335,"lead"
"T I","IGC",335,"differences"
"T I","IGC",335,"evidence"
"T I","IGC",335,"identify"
"T I","IGC",335,"site"
"T I","IGC",335,"versus"
"T I","IGC",335,"designate"
"T I","IGC",336,"accurate"
"T I","IGC",336,"definition"
"T I","IGC",336,"seas"
"T I","IGC",336,"mpas"
"T I","IGC",336,"international"
"T I","IGC",336,"community"
"W I","IGC",337,"detailed"
"W I","IGC",337,"elaboration"
"W I","IGC",337,"due"
"W I","IGC",337,"diligence"
"W I","IGC",337,"responsibilities"
"W I","IGC",337,"flag"
"W I","IGC",337,"entities"
"W I","IGC",337,"relation"
"W I","IGC",337,"activities"
"W I","IGC",337,"public"
"W I","IGC",337,"private"
"W I","IGC",337,"actors"
"W I","IGC",337,"damage"
"W I","IGC",337,"biodiversity"
"W I","IGC",337,"abnj"
"T V","IGC",338,"economically"
"T V","IGC",338,"powerful"
"T V","IGC",338,"ability"
"T V","IGC",338,"poorer"
"T V","IGC",338,"dictate"
"T V","IGC",338,"regulatory"
"T V","IGC",338,"content"
"T V","IGC",338,"international"
"T V","IGC",338,"policy"
"T V","IGC",338,"negotiations"
"T V","IGC",338,"congruent"
"T V","IGC",338,"economic"
"O III","IGC",339,"include"
"O III","IGC",339,"obligations"
"O III","IGC",339,"parties"
"O III","IGC",339,"address"
"O III","IGC",339,"issues"
"O III","IGC",339,"national"
"O III","IGC",339,"level"
"O III","IGC",339,"required"
"O III","IGC",339,"ensure"
"O III","IGC",339,"agreement's"
"O III","IGC",339,"proper"
"O III","IGC",339,"implementation"
"W II","IGC",340,"absence"
"W II","IGC",340,"institutional"
"W II","IGC",340,"mechanism"
"W II","IGC",340,"standards"
"W II","IGC",340,"recommended"
"W II","IGC",340,"practices"
"W II","IGC",340,"procedures"
"W II","IGC",340,"empower"
"W II","IGC",340,"implement"
"W II","IGC",340,"duties"
"W II","IGC",340,"protect"
