"Category","Negotiation.phase","msg.number","Message"
"II","IGC",1,"fisheries"
"II","IGC",1,"discussed"
"II","IGC",1,"undermine"
"II","IGC",1,"existing"
"II","IGC",1,"legal"
"II","IGC",1,"instrumentst"
"II","IGC",2,"strenghten"
"II","IGC",2,"regional"
"II","IGC",2,"sectoral"
"II","IGC",2,"bodies"
"II","IGC",2,"generate"
"II","IGC",2,"cooperation"
"II","IGC",3,"legal"
"II","IGC",3,"governance"
"II","IGC",3,"gaps"
"II","IGC",3,"remain"
"II","IGC",4,"limitations"
"II","IGC",4,"existing"
"II","IGC",4,"governance"
"II","IGC",4,"framework"
"II","IGC",4,"gaps"
"II","IGC",4,"coverage"
"II","IGC",4,"seas"
"II","IGC",4,"activities"
"I","IGC",5,"practical"
"I","IGC",5,"function"
"I","IGC",5,"scientific"
"I","IGC",5,"technical"
"I","IGC",5,"body"
"I","IGC",5,"remains"
"I","IGC",5,"elusive"
"II","IGC",6,"strengthen"
"II","IGC",6,"international"
"II","IGC",6,"agreements"
"II","IGC",7,"connection"
"II","IGC",7,"coastal"
"II","IGC",7,"abnj"
"II","IGC",7,"reflected"
"I","IGC",8,"convergence"
"I","IGC",8,"science"
"I","IGC",8,"traditional"
"I","IGC",8,"knowledge"
"I","IGC",8,"application"
"I","IGC",8,"precautionary"
"I","IGC",8,"approach"
"I","IGC",8,"ecosystem"
"I","IGC",8,"approach"
"I","IGC",8,"basis"
"I","IGC",8,"identified"
"I","IGC",8,"proposals"
"I","IGC",8,"formulated"
"III","IGC",9,"inclusion"
"III","IGC",9,"provisions"
"III","IGC",9,"adjacent"
"III","IGC",9,"coastal"
"III","IGC",9,"provided"
"I","IGC",10,"references"
"I","IGC",10,"relevant"
"I","IGC",10,"traditional"
"I","IGC",10,"knowledge"
"II","IGC",11,"current"
"II","IGC",11,"decides"
"II","IGC",11,"reach"
"II","IGC",11,"substantive"
"II","IGC",11,"matters"
"II","IGC",11,"consensus"
"II","IGC",12,"build"
"II","IGC",12,"addressing"
"II","IGC",12,"based"
"II","IGC",12,"management"
"II","IGC",12,"cross"
"II","IGC",12,"sectoral"
"II","IGC",12,"sector"
"II","IGC",12,"based"
"III","IGC",13,"abnj"
"III","IGC",13,"protected"
"III","IGC",13,"networked"
"III","IGC",13,"create"
"III","IGC",13,"stepping"
"III","IGC",13,"stones"
"III","IGC",13,"facilitate"
"III","IGC",13,"species"
"III","IGC",13,"ecosystem"
"III","IGC",13,"migration"
"V","IGC",14,"negotiations"
"V","IGC",14,"covered"
"V","IGC",14,"forms"
"V","IGC",14,"explicit"
"V","IGC",14,"criteria"
"V","IGC",14,"broad"
"V","IGC",14,"participation"
"V","IGC",14,"active"
"V","IGC",14,"involvement"
"II","IGC",15,"primary"
"II","IGC",15,"goal"
"II","IGC",15,"support"
"II","IGC",15,"international"
"II","IGC",15,"standard"
"II","IGC",15,"behaviour"
"II","IGC",15,"norm"
"II","IGC",15,"irresponsible"
"II","IGC",15,"harmful"
"II","IGC",15,"exploitation"
"II","IGC",15,"marine"
"II","IGC",15,"biodiversity"
"II","IGC",15,"abnj"
"I","IGC",16,"questions"
"I","IGC",16,"establishment"
"I","IGC",16,"ordination"
"I","IGC",16,"scales"
"I","IGC",16,"governance"
"I","IGC",16,"abmts"
"I","IGC",16,"including"
"I","IGC",16,"mpas"
"I","IGC",16,"remain"
"I","IGC",16,"unanswered"
"II","IGC",17,"actors"
"II","IGC",17,"exhaust"
"II","IGC",17,"effort"
"II","IGC",17,"reach"
"II","IGC",17,"substantive"
"II","IGC",17,"matters"
"II","IGC",17,"consensus"
"II","IGC",18,"indigenous"
"II","IGC",18,"peoples"
"II","IGC",18,"local"
"II","IGC",18,"communities"
"II","IGC",18,"iplcs"
"II","IGC",18,"underrepresented"
"II","IGC",18,"debate"
"II","IGC",18,"governance"
"II","IGC",18,"abnj"
"II","IGC",19,"duty"
"II","IGC",19,"cooperate"
"II","IGC",19,"substantive"
"II","IGC",19,"obligation"
"II","IGC",19,"central"
"III","IGC",20,"parties"
"III","IGC",20,"ensure"
"III","IGC",20,"activities"
"III","IGC",20,"abmts"
"III","IGC",20,"conducted"
"III","IGC",20,"consistently"
"III","IGC",20,"decisions"
"III","IGC",20,"adopted"
"I","IGC",21,"commitment"
"I","IGC",21,"chm"
"I","IGC",21,"principle"
"I","IGC",21,"developing"
"I","IGC",21,"evident"
"I","IGC",21,"issue"
"I","IGC",21,"specific"
"I","IGC",21,"discussions"
"I","IGC",21,"revised"
"I","IGC",21,"text"
"I","IGC",21,"includes"
"II","IGC",22,"unprecedented"
"II","IGC",22,"possibilities"
"II","IGC",22,"bilateral"
"II","IGC",22,"regional"
"II","IGC",22,"cooperation"
"II","IGC",22,"identification"
"II","IGC",22,"design"
"II","IGC",22,"management"
"II","IGC",22,"sites"
"II","IGC",22,"resolution"
"II","IGC",22,"mapping"
"III","IGC",23,"instrument"
"III","IGC",23,"enable"
"III","IGC",23,"creation"
"III","IGC",23,"highly"
"III","IGC",23,"protected"
"III","IGC",23,"mpas"
"III","IGC",23,"safeguard"
"III","IGC",23,"vulnerable"
"III","IGC",23,"habitats"
"III","IGC",23,"wildlife"
"III","IGC",23,"promote"
"III","IGC",23,"ecosystem"
"III","IGC",23,"resilience"
"II","IGC",24,"potential"
"II","IGC",24,"strengthen"
"II","IGC",24,"complement"
"II","IGC",24,"existing"
"II","IGC",24,"instruments"
"II","IGC",24,"support"
"II","IGC",24,"organizations"
"II","IGC",24,"protecting"
"II","IGC",24,"marine"
"II","IGC",24,"ecosystem"
"V","IGC",25,"capacity"
"V","IGC",25,"address"
"V","IGC",25,"issues"
"V","IGC",25,"governance"
"V","IGC",25,"seas"
"V","IGC",25,"enhance"
"V","IGC",25,"implementation"
"V","IGC",25,"informed"
"V","IGC",25,"coordinated"
"V","IGC",25,"decisions"
"V","IGC",25,"sustainable"
"V","IGC",25,"marine"
"V","IGC",25,"resources"
"V","IGC",25,"i.e"
"V","IGC",25,"marine"
"V","IGC",25,"spatial"
"V","IGC",25,"planning"
"V","IGC",25,"including"
"V","IGC",25,"tools"
"V","IGC",25,"data"
"V","IGC",25,"dynamic"
"V","IGC",25,"management"
"II","IGC",26,"benefit"
"II","IGC",26,"vulneralble"
"II","IGC",26,"marine"
"II","IGC",26,"ecosystems"
"II","IGC",26,"vme"
"II","IGC",26,"development"
"II","IGC",26,"regional"
"II","IGC",26,"plans"
"II","IGC",26,"standardized"
"II","IGC",26,"assessment"
"II","IGC",26,"approaches"
"II","IGC",26,"harmonization"
"II","IGC",26,"wide"
"II","IGC",26,"range"
"II","IGC",26,"party"
"II","IGC",26,"agreements"
"VI","IGC",27,"openess"
"VI","IGC",27,"inclusion"
"VI","IGC",27,"reviewing"
"VI","IGC",27,"priorities"
"VI","IGC",27,"developing"
"VI","IGC",27,"parties"
"VI","IGC",27,"terms"
"VI","IGC",27,"capacity"
"VI","IGC",27,"building"
"VI","IGC",27,"transfer"
"VI","IGC",27,"marine"
"VI","IGC",27,"technology"
"I","IGC",28,"undermine"
"I","IGC",28,"context"
"I","IGC",28,"reveals"
"I","IGC",28,"soft"
"I","IGC",28,"terms"
"I","IGC",28,"level"
"I","IGC",28,"precision"
"I","IGC",28,"obligation"
"I","IGC",28,"delegation"
"I","IGC",28,"found"
"I","IGC",28,"instrument"
"I","IGC",29,"clarification"
"I","IGC",29,"principles"
"I","IGC",29,"unclos"
"I","IGC",29,"freedom"
"I","IGC",29,"seas"
"I","IGC",29,"responsibility"
"I","IGC",29,"protect"
"I","IGC",29,"preserve"
"I","IGC",29,"marine"
"I","IGC",29,"environment"
"I","IGC",29,"suit"
"I","IGC",29,"circumstances"
"III","IGC",30,"draft"
"III","IGC",30,"text"
"III","IGC",30,"specific"
"III","IGC",30,"objectives"
"III","IGC",30,"abmts"
"III","IGC",30,"include"
"III","IGC",30,"rehabilitating"
"III","IGC",30,"restoring"
"III","IGC",30,"biodiversity"
"III","IGC",30,"ecosystems"
"III","IGC",30,"enhancing"
"III","IGC",30,"productivity"
"III","IGC",30,"health"
"III","IGC",30,"building"
"III","IGC",30,"resilience"
"III","IGC",30,"stressors"
"III","IGC",30,"including"
"III","IGC",30,"related"
"III","IGC",30,"climate"
"III","IGC",30,"change"
"III","IGC",30,"ocean"
"III","IGC",30,"acidification"
"III","IGC",30,"marine"
"III","IGC",30,"pollution"
"II","IGC",31,"equalize"
"II","IGC",31,"fisheries"
"II","IGC",31,"benefits"
"II","IGC",31,"distribution"
"II","IGC",31,"low"
"II","IGC",31,"income"
"II","IGC",32,"treaty"
"II","IGC",32,"process"
"II","IGC",32,"opportunity"
"II","IGC",32,"create"
"II","IGC",32,"empowered"
"II","IGC",32,"international"
"II","IGC",32,"organization"
"II","IGC",32,"dedicated"
"II","IGC",32,"holistic"
"II","IGC",32,"approach"
"II","IGC",32,"protecting"
"II","IGC",32,"preserving"
"II","IGC",32,"ocean"
"II","IGC",32,"life"
"II","IGC",32,"services"
"II","IGC",32,"humankind"
"III","IGC",33,"elements"
"III","IGC",33,"package"
"III","IGC",33,"consideration"
"III","IGC",33,"require"
"III","IGC",33,"institutional"
"III","IGC",33,"responses"
"II","IGC",34,"ensure"
"II","IGC",34,"sectoral"
"II","IGC",34,"activities"
"II","IGC",34,"abnj"
"II","IGC",34,"managed"
"II","IGC",34,"equitably"
"II","IGC",34,"direct"
"II","IGC",34,"economic"
"II","IGC",34,"activity"
"I","IGC",35,"unclos"
"I","IGC",35,"guidance"
"I","IGC",35,"confirming"
"I","IGC",35,"impose"
"I","IGC",35,"additional"
"I","IGC",35,"obligations"
"I","IGC",35,"respect"
"I","IGC",35,"protection"
"I","IGC",35,"preservation"
"I","IGC",35,"marine"
"I","IGC",35,"environment"
"II","IGC",36,"implementation"
"II","IGC",36,"consent"
"II","IGC",36,"existing"
"II","IGC",36,"bodies"
"II","IGC",36,"ensure"
"II","IGC",36,"undermining"
"II","IGC",36,"conflict"
"III","IGC",37,"parties"
"III","IGC",37,"affirmative"
"III","IGC",37,"duty"
"III","IGC",37,"ensure"
"III","IGC",37,"activities"
"III","IGC",37,"jurisdiction"
"III","IGC",37,"control"
"III","IGC",37,"conducted"
"III","IGC",37,"manner"
"III","IGC",37,"significant"
"III","IGC",37,"adverse"
"III","IGC",37,"impacts"
"III","IGC",37,"threats"
"III","IGC",37,"due"
"III","IGC",37,"transboundary"
"III","IGC",37,"pollution"
"V","IGC",38,"concept"
"V","IGC",38,"maritime"
"V","IGC",38,"policy"
"V","IGC",38,"provide"
"V","IGC",38,"direction"
"V","IGC",38,"utilization"
"V","IGC",38,"preservation"
"I","IGC",39,"definition"
"I","IGC",39,"mpas"
"II","IGC",40,"recognition"
"II","IGC",40,"iportance"
"II","IGC",40,"equitable"
"II","IGC",40,"transparent"
"II","IGC",40,"stakeholder"
"II","IGC",40,"engagement"
"II","IGC",40,"participation"
"VI","PrepCom",41,"develop"
"VI","PrepCom",41,"logistics"
"VI","PrepCom",41,"surrounding"
"VI","PrepCom",41,"capacity"
"VI","PrepCom",41,"building"
"VI","PrepCom",41,"financial"
"VI","PrepCom",41,"mechanisms"
"VI","PrepCom",41,"developing"
"VI","PrepCom",41,"countries"
"VI","PrepCom",41,"sids"
"III","PrepCom",42,"promote"
"III","PrepCom",42,"fast"
"III","PrepCom",42,"action"
"III","PrepCom",42,"global"
"III","PrepCom",42,"plastic"
"III","PrepCom",42,"management"
"II","PrepCom",43,"solve"
"II","PrepCom",43,"freedom"
"II","PrepCom",43,"seas"
"II","PrepCom",43,"issue"
"II","PrepCom",43,"support"
"II","PrepCom",43,"implementing"
"II","PrepCom",43,"mpas"
"II","PrepCom",43,"abnj"
"II","PrepCom",43,"unwilling"
"II","PrepCom",43,"accept"
"II","PrepCom",43,"designations"
"II","PrepCom",43,"bound"
"VI","PrepCom",44,"ensure"
"VI","PrepCom",44,"developing"
"VI","PrepCom",44,"countries"
"VI","PrepCom",44,"capacity"
"VI","PrepCom",44,"actions"
"VI","PrepCom",44,"conservation"
"VI","PrepCom",44,"biological"
"VI","PrepCom",44,"diversity"
"VI","PrepCom",44,"abnj"
"II","PrepCom",45,"embracing"
"II","PrepCom",45,"rfmos"
"II","PrepCom",45,"key"
"II","PrepCom",45,"institutions"
"II","PrepCom",45,"represents"
"II","PrepCom",45,"strong"
"II","PrepCom",45,"possibility"
"II","PrepCom",45,"cooperation"
"I","PrepCom",46,"term"
"I","PrepCom",46,"undermine"
"I","PrepCom",46,"broad"
"I","PrepCom",46,"positive"
"I","PrepCom",46,"interpretation"
"I","PrepCom",46,"strengthen"
"I","PrepCom",46,"role"
"I","PrepCom",46,"existing"
"I","PrepCom",46,"institutions"
"II","PrepCom",47,"clarify"
"II","PrepCom",47,"relationship"
"II","PrepCom",47,"unclos"
"II","PrepCom",47,"antarctic"
"II","PrepCom",47,"treaty"
"II","PrepCom",47,"system"
"II","PrepCom",48,"coastal"
"II","PrepCom",48,"required"
"II","PrepCom",48,"due"
"II","PrepCom",48,"regard"
"II","PrepCom",48,"rights"
"II","PrepCom",48,"obligations"
"II","PrepCom",48,"carrying"
"II","PrepCom",48,"activities"
"II","PrepCom",48,"abnj"
"III","PrepCom",49,"identify"
"III","PrepCom",49,"lessons"
"III","PrepCom",49,"previous"
"III","PrepCom",49,"planning"
"III","PrepCom",49,"negotiation"
"III","PrepCom",49,"processes"
"III","PrepCom",49,"establish"
"III","PrepCom",49,"mpas"
"III","PrepCom",49,"abnj"
"I","PrepCom",50,"understand"
"I","PrepCom",50,"term"
"I","PrepCom",50,"undermine"
"I","PrepCom",50,"remarkably"
"I","PrepCom",50,"effects"
"II","PrepCom",51,"unclos"
"II","PrepCom",51,"framework"
"II","PrepCom",51,"international"
"II","PrepCom",51,"cooperation"
"II","PrepCom",51,"scientific"
"II","PrepCom",51,"research"
"II","PrepCom",51,"development"
"II","PrepCom",51,"transfer"
"II","PrepCom",51,"technology"
"I","PrepCom",52,"principle"
"I","PrepCom",52,"responsibility"
"I","PrepCom",52,"stewards"
"I","PrepCom",52,"global"
"I","PrepCom",52,"marine"
"I","PrepCom",52,"environment"
"I","PrepCom",52,"core"
"I","PrepCom",52,"operating"
"I","PrepCom",52,"principle"
"I","PrepCom",53,"mechanisms"
"I","PrepCom",53,"consideration"
"I","PrepCom",53,"coastal"
"I","PrepCom",53,"interfere"
"I","PrepCom",53,"rights"
"III","PrepCom",54,"address"
"III","PrepCom",54,"conservation"
"III","PrepCom",54,"sustainable"
"III","PrepCom",54,"marine"
"III","PrepCom",54,"biodiversity"
"III","PrepCom",54,"whilst"
"III","PrepCom",54,"time"
"III","PrepCom",54,"undermine"
"III","PrepCom",54,"current"
"III","PrepCom",54,"fisheries"
"III","PrepCom",54,"governance"
"III","PrepCom",54,"framework"
"II","PrepCom",55,"governance"
"II","PrepCom",55,"approach"
"II","PrepCom",55,"coordination"
"II","PrepCom",55,"integration"
"II","PrepCom",55,"abnj"
"II","PrepCom",55,"whilst"
"II","PrepCom",55,"remaining"
"II","PrepCom",55,"sufficiently"
"II","PrepCom",55,"flexible"
"II","PrepCom",55,"respond"
"II","PrepCom",55,"involved"
"III","PrepCom",56,"strengthen"
"III","PrepCom",56,"revive"
"III","PrepCom",56,"regional"
"III","PrepCom",56,"institutions"
"III","PrepCom",56,"initiatives"
"III","PrepCom",56,"biodiversity"
"III","PrepCom",56,"conservation"
"III","PrepCom",56,"national"
"III","PrepCom",56,"jurisdiction"
"II","PrepCom",57,"institutional"
"II","PrepCom",57,"task"
"II","PrepCom",57,"force"
"II","PrepCom",57,"develop"
"II","PrepCom",57,"coordinat"
"II","PrepCom",57,"common"
"II","PrepCom",57,"approaches"
"II","PrepCom",57,"establishment"
"II","PrepCom",57,"implementation"
"II","PrepCom",57,"elements"
"II","PrepCom",57,"programmes"
"II","PrepCom",57,"scientific"
"II","PrepCom",57,"criteria"
"II","PrepCom",57,"monitoring"
"II","PrepCom",57,"schemes"
"II","PrepCom",57,"management"
"II","PrepCom",57,"plans"
"I","PrepCom",58,"questions"
"I","PrepCom",58,"remain"
"I","PrepCom",58,"development"
"I","PrepCom",58,"deal"
"I","PrepCom",58,"existing"
"I","PrepCom",58,"arrangements"
"I","PrepCom",59,"concept"
"I","PrepCom",59,"abnj"
"I","PrepCom",59,"defined"
"I","PrepCom",59,"unclos"
"I","PrepCom",59,"instrument"
"I","PrepCom",59,"ilbi"
"I","PrepCom",60,"inclusion"
"I","PrepCom",60,"impacts"
"I","PrepCom",60,"fisheries"
"I","PrepCom",60,"biodiversity"
"I","PrepCom",60,"question"
"I","PrepCom",61,"single"
"I","PrepCom",61,"universally"
"I","PrepCom",61,"recognized"
"I","PrepCom",61,"notion"
"I","PrepCom",61,"mpa"
"I","PrepCom",61,"related"
"I","PrepCom",61,"concepts"
"I","PrepCom",61,"definitions"
"III","PrepCom",62,"ensure"
"III","PrepCom",62,"species"
"III","PrepCom",62,"habitat"
"III","PrepCom",62,"conservation"
"III","PrepCom",62,"integrated"
"III","PrepCom",63,"delegations"
"III","PrepCom",63,"agreed"
"III","PrepCom",63,"poorly"
"III","PrepCom",63,"regulated"
"III","PrepCom",63,"fishing"
"III","PrepCom",63,"main"
"III","PrepCom",63,"threat"
"III","PrepCom",63,"marine"
"III","PrepCom",63,"biodiversity"
"III","PrepCom",63,"abnj"
"I","PrepCom",64,"enhance"
"I","PrepCom",64,"scientific"
"I","PrepCom",64,"exploration"
"I","PrepCom",64,"research"
"I","PrepCom",64,"knowledge"
"VI","PrepCom",65,"development"
"VI","PrepCom",65,"indonesia"
"VI","PrepCom",65,"fair"
"VI","PrepCom",65,"share"
"VI","PrepCom",65,"marine"
"VI","PrepCom",65,"resources"
"II","PrepCom",66,"abmts"
"II","PrepCom",66,"including"
"II","PrepCom",66,"mpas"
"II","PrepCom",66,"ensure"
"II","PrepCom",66,"conservation"
"II","PrepCom",66,"carry"
"II","PrepCom",66,"implications"
"II","PrepCom",66,"diverse"
"II","PrepCom",66,"range"
"II","PrepCom",66,"activities"
"II","PrepCom",66,"encompassing"
"II","PrepCom",66,"fisheries"
"II","PrepCom",66,"sector"
"II","PrepCom",66,"seabed"
"II","PrepCom",66,"mining"
"II","PrepCom",66,"pharmaceutical"
"II","PrepCom",66,"research"
"II","PrepCom",66,"focused"
"II","PrepCom",66,"mgrs"
"II","PrepCom",66,"maritime"
"II","PrepCom",66,"cargo"
"II","PrepCom",66,"shipping"
"VI","PrepCom",67,"efforts"
"VI","PrepCom",67,"promote"
"VI","PrepCom",67,"participation"
"VI","PrepCom",67,"sids"
"VI","PrepCom",67,"ldcs"
"VI","PrepCom",67,"negotiations"
"VI","PrepCom",67,"including"
"VI","PrepCom",67,"voluntary"
"VI","PrepCom",67,"trust"
"VI","PrepCom",67,"fund"
"VI","PrepCom",67,"support"
"VI","PrepCom",67,"attendance"
"VI","PrepCom",67,"countries"
"III","BBNJ WG",68,"coordination"
"III","BBNJ WG",68,"establish"
"III","BBNJ WG",68,"mpas"
"III","BBNJ WG",68,"existing"
"III","BBNJ WG",68,"mechanisms"
"III","BBNJ WG",68,"organizations"
"II","BBNJ WG",69,"replace"
"II","BBNJ WG",69,"rfmos"
"II","BBNJ WG",69,"directly"
"II","BBNJ WG",69,"regulate"
"II","BBNJ WG",69,"fisheries"
"II","BBNJ WG",70,"incorporate"
"II","BBNJ WG",70,"measures"
"II","BBNJ WG",70,"compliance"
"II","BBNJ WG",70,"control"
"II","BBNJ WG",71,"fill"
"II","BBNJ WG",71,"existing"
"II","BBNJ WG",71,"gaps"
"II","BBNJ WG",71,"strengthen"
"II","BBNJ WG",71,"effectiveness"
"II","BBNJ WG",71,"regional"
"II","BBNJ WG",71,"organizations"
"II","BBNJ WG",71,"address"
"II","BBNJ WG",71,"abnj"
"II","BBNJ WG",71,"issues"
"I","BBNJ WG",72,"provide"
"I","BBNJ WG",72,"ground"
"I","BBNJ WG",72,"build"
"I","BBNJ WG",72,"global"
"I","BBNJ WG",72,"consensus"
"I","BBNJ WG",72,"conservation"
"I","BBNJ WG",72,"sustainable"
"I","BBNJ WG",72,"biological"
"I","BBNJ WG",72,"diversity"
"I","BBNJ WG",72,"abnj"
"I","BBNJ WG",73,"operationalize"
"I","BBNJ WG",73,"management"
"I","BBNJ WG",73,"principles"
"I","BBNJ WG",73,"ecosystem"
"I","BBNJ WG",73,"based"
"I","BBNJ WG",73,"precautionary"
"I","BBNJ WG",73,"management"
"I","BBNJ WG",74,"multiple"
"I","BBNJ WG",74,"reasons"
"I","BBNJ WG",74,"objectives"
"I","BBNJ WG",74,"including"
"I","BBNJ WG",74,"abmts"
"I","BBNJ WG",74,"conservation"
"I","BBNJ WG",74,"biodiversity"
"I","BBNJ WG",74,"abnj"
"I","BBNJ WG",74,"highlighted"
"III","BBNJ WG",75,"recognition"
"III","BBNJ WG",75,"determine"
"III","BBNJ WG",75,"legal"
"III","BBNJ WG",75,"basis"
"III","BBNJ WG",75,"designating"
"III","BBNJ WG",75,"mpas"
"III","BBNJ WG",75,"consistent"
"III","BBNJ WG",75,"unclos"
"III","BBNJ WG",76,"start"
"III","BBNJ WG",76,"implement"
"III","BBNJ WG",76,"party"
"III","BBNJ WG",76,"entered"
"III","BBNJ WG",76,"force"
"II","BBNJ WG",77,"obtain"
"II","BBNJ WG",77,"broad"
"II","BBNJ WG",77,"international"
"II","BBNJ WG",77,"support"
"II","BBNJ WG",77,"provisions"
"II","BBNJ WG",77,"mpa"
"II","BBNJ WG",77,"networks"
"I","BBNJ WG",78,"incorporate"
"I","BBNJ WG",78,"operationalise"
"I","BBNJ WG",78,"modern"
"I","BBNJ WG",78,"management"
"I","BBNJ WG",78,"principles"
"I","BBNJ WG",78,"precaution"
"I","BBNJ WG",78,"ecosystem"
"I","BBNJ WG",78,"based"
"I","BBNJ WG",78,"management"
"I","BBNJ WG",78,"integration"
"I","BBNJ WG",79,"mpas"
"I","BBNJ WG",79,"highlighted"
"I","BBNJ WG",79,"key"
"I","BBNJ WG",79,"conservation"
"I","BBNJ WG",79,"tool"
"I","BBNJ WG",79,"marine"
"I","BBNJ WG",79,"protection"
"I","BBNJ WG",79,"abnj"
"II","BBNJ WG",80,"divisions"
"II","BBNJ WG",80,"opinion"
"II","BBNJ WG",80,"exist"
"II","BBNJ WG",80,"countries"
"II","BBNJ WG",80,"effective"
"II","BBNJ WG",80,"governance"
"II","IGC",81,"complement"
"II","IGC",81,"conservation"
"II","IGC",81,"aspects"
"II","IGC",81,"rmfos"
"II","IGC",82,"economic"
"II","IGC",82,"prevailing"
"II","IGC",82,"exploitation"
"II","IGC",82,"mesopelagic"
"II","IGC",82,"fish"
"II","IGC",83,"shipping"
"II","IGC",83,"mining"
"II","IGC",83,"governed"
"II","IGC",83,"global"
"II","IGC",83,"level"
"II","IGC",83,"obligations"
"II","IGC",83,"mechanisms"
"II","IGC",83,"cooperating"
"II","IGC",83,"sectoral"
"II","IGC",83,"governance"
"II","IGC",83,"bodies"
"IV","IGC",84,"improve"
"IV","IGC",84,"development"
"IV","IGC",84,"abmt"
"IV","IGC",84,"proposals"
"IV","IGC",84,"implementation"
"IV","IGC",84,"monitoring"
"II","IGC",85,"lack"
"II","IGC",85,"harmonization"
"II","IGC",85,"sectoral"
"II","IGC",85,"management"
"II","IGC",85,"bodies"
"II","IGC",85,"results"
"II","IGC",85,"response"
"II","IGC",85,"sectoral"
"II","IGC",85,"cross"
"II","IGC",85,"sectoral"
"II","IGC",85,"impacts"
"II","IGC",86,"duplication"
"II","IGC",86,"mandates"
"II","IGC",86,"existing"
"II","IGC",86,"bodies"
"III","IGC",87,"negotiations"
"III","IGC",87,"treated"
"III","IGC",87,"elements"
"III","IGC",87,"marine"
"III","IGC",87,"genetic"
"III","IGC",87,"resources"
"III","IGC",87,"based"
"III","IGC",87,"management"
"III","IGC",87,"tools"
"III","IGC",87,"capacity"
"III","IGC",87,"building"
"III","IGC",87,"technology"
"III","IGC",87,"transfer"
"III","IGC",87,"environmental"
"III","IGC",87,"impact"
"III","IGC",87,"assessments"
"III","IGC",87,"distinct"
"III","IGC",87,"unrelated"
"III","IGC",87,"issues"
"II","IGC",88,"lack"
"II","IGC",88,"draft"
"II","IGC",88,"provisions"
"II","IGC",89,"coastal"
"II","IGC",89,"relevant"
"II","IGC",89,"future"
"II","IGC",89,"provisions"
"I","IGC",90,"current"
"I","IGC",90,"revised"
"I","IGC",90,"draft"
"I","IGC",90,"text"
"I","IGC",90,"provide"
"I","IGC",90,"guidance"
"I","IGC",90,"holders"
"I","IGC",90,"relevant"
"I","IGC",90,"traditional"
"I","IGC",90,"knowledge"
"I","IGC",90,"identified"
"I","IGC",90,"designated"
"I","IGC",90,"ensure"
"I","IGC",90,"holders"
"I","IGC",90,"legitimate"
"I","IGC",91,"term"
"I","IGC",91,"undermine"
"I","IGC",91,"ambiguous"
"III","IGC",92,"cbtt"
"III","IGC",92,"goal"
"III","IGC",92,"holistic"
"III","IGC",92,"ecosystem"
"III","IGC",92,"based"
"III","IGC",92,"ocean"
"III","IGC",92,"management"
"III","IGC",92,"connecting"
"III","IGC",92,"actions"
"III","IGC",92,"coastal"
"III","IGC",92,"offshore"
"III","IGC",92,"abnj"
"III","IGC",93,"proximity"
"III","IGC",93,"potential"
"III","IGC",93,"abnj"
"III","IGC",93,"mpas"
"III","IGC",93,"eezs"
"III","IGC",93,"advantageous"
"III","IGC",93,"mpa"
"III","IGC",93,"enforcement"
"III","IGC",94,"strong"
"III","IGC",94,"protection"
"III","IGC",94,"measures"
"III","IGC",94,"types"
"III","IGC",94,"based"
"III","IGC",94,"conservation"
"III","IGC",94,"tools"
"III","IGC",94,"larger"
"III","IGC",94,"seascape"
"III","IGC",94,"planning"
"III","IGC",94,"initiatives"
"III","IGC",94,"promote"
"III","IGC",94,"diversity"
"III","IGC",94,"redundancy"
"III","IGC",94,"mpas"
"VI","IGC",95,"international"
"VI","IGC",95,"organizations"
"VI","IGC",95,"ngos"
"VI","IGC",95,"forefront"
"VI","IGC",95,"defining"
"VI","IGC",95,"issues"
"VI","IGC",95,"proposing"
"VI","IGC",95,"solutions"
"II","IGC",96,"significant"
"II","IGC",96,"potential"
"II","IGC",96,"increase"
"II","IGC",96,"operation"
"II","IGC",96,"existing"
"II","IGC",96,"marine"
"II","IGC",96,"governance"
"II","IGC",96,"organizations"
"I","IGC",97,"science"
"I","IGC",97,"based"
"I","IGC",97,"management"
"I","IGC",97,"operationalised"
"I","IGC",97,"enhancing"
"I","IGC",97,"existing"
"I","IGC",97,"system"
"I","IGC",97,"effective"
"I","IGC",97,"science"
"I","IGC",97,"policy"
"I","IGC",97,"interface"
"I","IGC",97,"dissemination"
"I","IGC",97,"knowledge"
"I","IGC",98,"indigenous"
"I","IGC",98,"caring"
"I","IGC",98,"environment"
"I","IGC",98,"based"
"I","IGC",98,"specific"
"I","IGC",98,"wordlviews"
"I","IGC",98,"practices"
"I","IGC",98,"information"
"I","IGC",98,"foster"
"I","IGC",98,"insights"
"I","IGC",98,"governance"
"I","IGC",99,"term"
"I","IGC",99,"undermine"
"I","IGC",99,"interpreted"
"I","IGC",99,"excluding"
"I","IGC",99,"fishing"
"I","IGC",99,"fishing"
"I","IGC",99,"related"
"I","IGC",99,"issues"
"I","IGC",99,"handled"
"I","IGC",99,"rmfos"
"II","IGC",100,"unclos"
"II","IGC",100,"concept"
"II","IGC",100,"due"
"II","IGC",100,"regard"
"II","IGC",100,"benchmark"
"II","IGC",100,"addressing"
"II","IGC",100,"relationship"
"II","IGC",100,"coastal"
"II","IGC",100,"carrying"
"II","IGC",100,"activities"
"II","IGC",100,"abnj"
"I","IGC",101,"includes"
"I","IGC",101,"time"
"I","IGC",101,"duration"
"I","IGC",101,"proposed"
"I","IGC",101,"measures"
