"Category","Negotiation.phase","msg.number","Message"
"III","PrepCom",507,"consult"
"III","PrepCom",507,"affected"
"III","PrepCom",507,"undertaking"
"III","PrepCom",507,"activities"
"III","PrepCom",507,"possibility"
"III","PrepCom",507,"harm"
"III","PrepCom",507,"marine"
"III","PrepCom",507,"environment"
"II","PrepCom",508,"consensus"
"II","PrepCom",508,"difficult"
"II","PrepCom",508,"achieve"
"II","PrepCom",508,"feasibility"
"II","PrepCom",508,"establish"
"II","PrepCom",508,"central"
"II","PrepCom",508,"mechanism"
"I","PrepCom",509,"parameters"
"I","PrepCom",509,"governance"
"I","PrepCom",509,"principle"
"I","PrepCom",509,"cooperation"
"I","PrepCom",509,"specifications"
"I","PrepCom",509,"applicability"
"VI","PrepCom",510,"match"
"VI","PrepCom",510,"existing"
"VI","PrepCom",510,"marine"
"VI","PrepCom",510,"technology"
"VI","PrepCom",510,"resources"
"VI","PrepCom",510,"current"
"VI","PrepCom",510,"regions"
"II","PrepCom",511,"develop"
"II","PrepCom",511,"collaborative"
"II","PrepCom",511,"institutional"
"II","PrepCom",511,"mechanisms"
"II","PrepCom",511,"integrate"
"II","PrepCom",511,"fisheries"
"II","PrepCom",511,"environmental"
"II","PrepCom",511,"activities"
"II","PrepCom",512,"clarify"
"II","PrepCom",512,"elaborate"
"II","PrepCom",512,"unclos"
"II","PrepCom",512,"duty"
"II","PrepCom",512,"cooperate"
"II","PrepCom",513,"payments"
"II","PrepCom",513,"balancing"
"II","PrepCom",513,"costs"
"II","PrepCom",513,"benefits"
"II","PrepCom",513,"stakeholder"
"II","PrepCom",513,"ensure"
"II","PrepCom",513,"acceptance"
"II","PrepCom",513,"compliance"
"II","PrepCom",514,"mismatch"
"II","PrepCom",514,"timeframes"
"II","PrepCom",514,"economic"
"II","PrepCom",514,"loss"
"II","PrepCom",514,"mpas"
"II","PrepCom",514,"implementation"
"II","PrepCom",514,"benefits"
"II","PrepCom",514,"exploitation"
"II","PrepCom",514,"mgrs"
"II","BBNJ WG",515,"difficulty"
"II","BBNJ WG",515,"apply"
"II","BBNJ WG",515,"measures"
"II","BBNJ WG",516,"create"
"II","BBNJ WG",516,"stronger"
"II","BBNJ WG",516,"vertical"
"II","BBNJ WG",516,"horizontal"
"II","BBNJ WG",516,"linkages"
"II","BBNJ WG",516,"regional"
"II","BBNJ WG",516,"environmental"
"II","BBNJ WG",516,"protection"
"II","BBNJ WG",516,"frameworks"
"II","BBNJ WG",516,"global"
"II","BBNJ WG",516,"regional"
"II","BBNJ WG",516,"bodies"
"II","BBNJ WG",516,"sectoral"
"II","BBNJ WG",516,"responsibilities"
"II","BBNJ WG",517,"establish"
"II","BBNJ WG",517,"compliance"
"II","BBNJ WG",517,"commission"
"II","BBNJ WG",517,"charged"
"II","BBNJ WG",517,"reviewing"
"II","BBNJ WG",517,"performance"
"II","BBNJ WG",517,"rfmos"
"II","BBNJ WG",517,"regional"
"II","BBNJ WG",517,"entities"
"II","BBNJ WG",517,"enhance"
"II","BBNJ WG",517,"implementation"
"I","IGC",518,"relevant"
"I","IGC",518,"measures"
"I","IGC",518,"stating"
"I","IGC",518,"parties"
"I","IGC",518,"promote"
"I","IGC",518,"coherence"
"I","IGC",518,"complementarity"
"I","IGC",518,"establishment"
"I","IGC",518,"abmts"
"I","IGC",518,"including"
"I","IGC",518,"mpas"
"V","IGC",519,"cop"
"V","IGC",519,"settled"
"V","IGC",519,"composed"
"V","IGC",519,"technical"
"V","IGC",519,"scientific"
"V","IGC",519,"body"
"V","IGC",519,"representativies"
"V","IGC",519,"regional"
"V","IGC",519,"international"
"V","IGC",519,"organizations"
"IV","IGC",520,"establish"
"IV","IGC",520,"linkages"
"IV","IGC",520,"project"
"IV","IGC",520,"strategic"
"IV","IGC",520,"eia"
"IV","IGC",520,"reporting"
"IV","IGC",520,"monitoring"
"IV","IGC",520,"provisions"
"IV","IGC",520,"future"
"IV","IGC",520,"liability"
"IV","IGC",520,"mechanism"
"II","IGC",521,"build"
"II","IGC",521,"model"
"II","IGC",521,"reflect"
"II","IGC",521,"modern"
"II","IGC",521,"principles"
"II","IGC",521,"precautionary"
"II","IGC",521,"approach"
"II","IGC",521,"specific"
"II","IGC",521,"articles"
"II","IGC",521,"annexes"
"II","IGC",521,"articulating"
"II","IGC",521,"requirements"
"II","IGC",521,"guidelines"
"III","PrepCom",522,"coastal"
"III","PrepCom",522,"sovereign"
"III","PrepCom",522,"rights"
"III","PrepCom",522,"resources"
"III","PrepCom",522,"continental"
"III","PrepCom",522,"shelf"
"III","PrepCom",522,"resources"
"III","PrepCom",522,"found"
"III","PrepCom",522,"water"
"III","PrepCom",522,"column"
"III","PrepCom",522,"national"
"III","PrepCom",522,"jurisdiction"
"III","PrepCom",522,"legal"
"III","PrepCom",522,"separation"
"III","PrepCom",522,"responsibility"
"III","PrepCom",522,"creates"
"III","PrepCom",522,"practical"
"III","PrepCom",522,"effectiveness"
"III","PrepCom",522,"conservation"
"III","PrepCom",522,"abnj"
"III","PrepCom",523,"fisheries"
"III","PrepCom",523,"directly"
"III","PrepCom",523,"included"
"II","PrepCom",524,"create"
"II","PrepCom",524,"integrated"
"II","PrepCom",524,"cross"
"II","PrepCom",524,"sectoral"
"II","PrepCom",524,"system"
"II","PrepCom",524,"oceans"
"II","PrepCom",524,"governance"
"II","PrepCom",524,"abnj"
"II","PrepCom",524,"globally"
"II","PrepCom",524,"southern"
"II","PrepCom",524,"hemisphere"
"II","PrepCom",525,"advance"
"II","PrepCom",525,"set"
"II","PrepCom",525,"cross"
"II","PrepCom",525,"cutting"
"II","PrepCom",525,"governance"
"II","PrepCom",525,"principles"
"II","PrepCom",525,"promote"
"II","PrepCom",525,"integration"
"II","PrepCom",525,"shaping"
"II","PrepCom",525,"conduct"
"II","PrepCom",525,"rfmos"
"II","PrepCom",525,"institutions"
"I","PrepCom",526,"establish"
"I","PrepCom",526,"conservation"
"I","PrepCom",526,"governance"
"I","PrepCom",526,"principles"
"II","PrepCom",527,"information"
"II","PrepCom",527,"asymmetries"
"II","PrepCom",527,"lack"
"II","PrepCom",527,"monitoring"
"II","PrepCom",527,"enforcement"
"II","PrepCom",527,"exploited"
"II","PrepCom",527,"parties"
"II","PrepCom",527,"short"
"II","PrepCom",527,"term"
"II","PrepCom",527,"gains"
"VI","PrepCom",528,"lack"
"VI","PrepCom",528,"scientific"
"VI","PrepCom",528,"capacity"
"VI","PrepCom",528,"ldcs"
"VI","PrepCom",528,"sids"
"VI","PrepCom",528,"advise"
"VI","PrepCom",528,"delegations"
"VI","PrepCom",528,"governments"
"IV","BBNJ WG",529,"provide"
"IV","BBNJ WG",529,"regular"
"IV","BBNJ WG",529,"process"
"IV","BBNJ WG",529,"reviewing"
"IV","BBNJ WG",529,"effectiveness"
"IV","BBNJ WG",529,"unclos"
"IV","BBNJ WG",529,"related"
"IV","BBNJ WG",529,"agreements"
"IV","BBNJ WG",529,"provide"
"IV","BBNJ WG",529,"consistency"
"III","IGC",530,"deprived"
"III","IGC",530,"supremacy"
"III","IGC",530,"significant"
"III","IGC",530,"coordinating"
"III","IGC",530,"role"
"III","IGC",530,"regional"
"III","IGC",530,"model"
"III","IGC",530,"set"
"III","IGC",530,"model"
"V","IGC",531,"stakeholders"
"V","IGC",531,"nominate"
"V","IGC",531,"experts"
"V","IGC",531,"recomendations"
"V","IGC",531,"based"
"V","IGC",531,"scientific"
"V","IGC",531,"priorities"
"V","IGC",531,"political"
"III","IGC",532,"focused"
"III","IGC",532,"prevention"
"III","IGC",532,"deterrence"
"III","IGC",532,"basis"
"III","IGC",532,"polluter"
"III","IGC",532,"pay"
"III","IGC",532,"environmental"
"III","IGC",532,"damage"
"III","IGC",532,"cost"
"III","IGC",532,"remediation"
"III","IGC",532,"measures"
"II","IGC",533,"address"
"II","IGC",533,"gap"
"II","IGC",533,"unclos"
"II","IGC",533,"parties"
"II","IGC",533,"effect"
"II","IGC",533,"principle"
"II","IGC",533,"protecting"
"II","IGC",533,"biodiversity"
"II","IGC",533,"marine"
"II","IGC",533,"environment"
"II","IGC",533,"applicable"
"II","IGC",533,"sectors"
"II","IGC",533,"regions"
"III","PrepCom",534,"overlap"
"III","PrepCom",534,"existing"
"III","PrepCom",534,"mandate"
"III","PrepCom",534,"rfmos"
"III","PrepCom",535,"decentralized"
"III","PrepCom",535,"approach"
"III","PrepCom",535,"leaves"
"III","PrepCom",535,"answer"
"III","PrepCom",535,"fisheries"
"III","PrepCom",535,"integrated"
"III","PrepCom",535,"future"
"III","PrepCom",535,"regime"
"III","PrepCom",536,"establish"
"III","PrepCom",536,"systematic"
"III","PrepCom",536,"approach"
"III","PrepCom",536,"mpa"
"III","PrepCom",536,"network"
"III","PrepCom",536,"creation"
"III","PrepCom",537,"weak"
"III","PrepCom",537,"implementing"
"III","PrepCom",537,"result"
"III","PrepCom",537,"continuation"
"III","PrepCom",537,"status"
"III","PrepCom",537,"quo"
"III","PrepCom",537,"negligible"
"III","PrepCom",537,"net"
"III","PrepCom",537,"gains"
"III","PrepCom",537,"losses"
"III","PrepCom",537,"stakeholder"
"II","PrepCom",538,"connectivity"
"II","PrepCom",538,"marine"
"II","PrepCom",538,"systems"
"II","PrepCom",538,"means"
"II","PrepCom",538,"management"
"II","PrepCom",538,"abnj"
"II","PrepCom",538,"spillover"
"II","PrepCom",538,"effects"
"II","PrepCom",538,"exclusive"
"II","PrepCom",538,"economic"
"II","PrepCom",538,"zones"
"II","PrepCom",538,"sovereign"
"II","PrepCom",538,"diverge"
"I","BBNJ WG",539,"set"
"I","BBNJ WG",539,"requirements"
"I","BBNJ WG",539,"rfmo"
"I","BBNJ WG",539,"flag"
"I","BBNJ WG",539,"performance"
"I","BBNJ WG",539,"accountability"
"III","IGC",540,"tension"
"III","IGC",540,"comprehensive"
"III","IGC",540,"undermining"
"III","IGC",540,"existing"
"III","IGC",540,"instruments"
"III","IGC",540,"frameworks"
"III","IGC",540,"bodies"
"III","IGC",540,"evident"
"I","IGC",541,"ensure"
"I","IGC",541,"traditonal"
"I","IGC",541,"knowledge"
"I","IGC",541,"incorporated"
"I","IGC",541,"process"
"I","IGC",542,"include"
"I","IGC",542,"specific"
"I","IGC",542,"provisions"
"I","IGC",542,"restoration"
"V","IGC",543,"empower"
"V","IGC",543,"decision"
"V","IGC",543,"body"
"V","IGC",543,"body"
"V","IGC",543,"establish"
"V","IGC",543,"seas"
"V","IGC",543,"mpas"
"V","IGC",543,"approve"
"V","IGC",543,"eias"
"V","IGC",543,"aid"
"V","IGC",543,"robust"
"V","IGC",543,"scientific"
"V","IGC",543,"committee"
"V","IGC",543,"secretariat"
"V","IGC",543,"coordinate"
"V","IGC",543,"consultation"
"V","IGC",543,"process"
"II","PrepCom",544,"undermining"
"II","PrepCom",544,"existing"
"II","PrepCom",544,"relevant"
"II","PrepCom",544,"legal"
"II","PrepCom",544,"instruments"
"II","PrepCom",544,"frameworks"
"II","PrepCom",544,"relevant"
"II","PrepCom",544,"global"
"II","PrepCom",544,"regional"
"II","PrepCom",544,"sectoral"
"II","PrepCom",544,"bodies"
"II","PrepCom",544,"solve"
"II","PrepCom",544,"issues"
"II","PrepCom",544,"related"
"II","PrepCom",544,"fisheries"
"II","PrepCom",545,"existing"
"II","PrepCom",545,"complexities"
"II","PrepCom",545,"coordinating"
"II","PrepCom",545,"conservation"
"II","PrepCom",545,"efforts"
"II","PrepCom",545,"national"
"II","PrepCom",545,"boundaries"
"II","PrepCom",545,"abnj"
"III","PrepCom",546,"compliance"
"III","PrepCom",546,"difficult"
"III","PrepCom",546,"achieve"
"III","PrepCom",546,"biodiversity"
"III","PrepCom",546,"related"
"III","PrepCom",546,"provisions"
"III","PrepCom",546,"existing"
"III","PrepCom",546,"implementing"
"III","PrepCom",546,"agreements"
"III","PrepCom",546,"satisfactorily"
"III","PrepCom",546,"met"
"III","BBNJ WG",547,"interpret"
"III","BBNJ WG",547,"applied"
"III","BBNJ WG",547,"unclos"
"III","BBNJ WG",547,"single"
"III","BBNJ WG",547,"instrument"
"III","BBNJ WG",547,"broad"
"III","BBNJ WG",547,"mandate"
"III","BBNJ WG",547,"parties"
"III","BBNJ WG",547,"international"
"III","BBNJ WG",547,"organizations"
"III","BBNJ WG",547,"establish"
"III","BBNJ WG",547,"maintain"
"III","BBNJ WG",547,"representative"
"III","BBNJ WG",547,"network"
"III","BBNJ WG",547,"mpas"
"III","BBNJ WG",547,"reserves"
"III","IGC",548,"future"
"III","IGC",548,"decisions"
"III","IGC",548,"apparatus"
"III","IGC",548,"bind"
"III","IGC",548,"party"
"III","IGC",548,"global"
"III","IGC",548,"regional"
"III","IGC",548,"organisations"
"III","IGC",548,"imo"
"III","IGC",548,"rfmos"
"VI","IGC",549,"provide"
"VI","IGC",549,"platform"
"VI","IGC",549,"levels"
"VI","IGC",549,"engagement"
"VI","IGC",549,"stakeholders"
"VI","IGC",549,"including"
"VI","IGC",549,"stakeholders"
"III","IGC",550,"imo"
"III","IGC",550,"civil"
"III","IGC",550,"liability"
"III","IGC",550,"regime"
"III","IGC",550,"guidance"
"III","IGC",550,"set"
"III","IGC",550,"claims"
"III","IGC",550,"manual"
"III","IGC",550,"relating"
"III","IGC",550,"reinstatement"
"III","IGC",550,"restoration"
"III","IGC",550,"contaminated"
"III","IGC",550,"environment"
"III","IGC",550,"framed"
"III","IGC",550,"negotiations"
"V","IGC",551,"create"
"V","IGC",551,"body"
"V","IGC",551,"actively"
"V","IGC",551,"directly"
"V","IGC",551,"carry"
"V","IGC",551,"objectives"
"III","PrepCom",552,"delegations"
"III","PrepCom",552,"expressed"
"III","PrepCom",552,"divergent"
"III","PrepCom",552,"views"
"III","PrepCom",552,"fisheries"
"III","PrepCom",552,"issues"
"VI","BBNJ WG",553,"create"
"VI","BBNJ WG",553,"mechanism"
"VI","BBNJ WG",553,"financial"
"VI","BBNJ WG",553,"technical"
"VI","BBNJ WG",553,"assistance"
"VI","BBNJ WG",553,"build"
"VI","BBNJ WG",553,"capacity"
"VI","BBNJ WG",553,"facilitate"
"VI","BBNJ WG",553,"developing"
"VI","BBNJ WG",553,"country"
"VI","BBNJ WG",553,"participation"
"I","IGC",554,"the‘not"
"I","IGC",554,"undermining"
"I","IGC",554,"clause"
"I","IGC",554,"prove"
"I","IGC",554,"weaknesses"
"I","IGC",554,"establish"
"I","IGC",554,"specific"
"I","IGC",554,"mechanisms"
"I","IGC",554,"measures"
"I","IGC",554,"facilitate"
"I","IGC",554,"conservation"
"I","IGC",554,"sustainable"
"I","IGC",554,"marine"
"I","IGC",554,"biodiversity"
"I","IGC",554,"abnj"
"I","IGC",554,"relation"
"I","IGC",554,"abmts"
"I","IGC",554,"eias"
"I","IGC",554,"considered"
"I","IGC",554,"delegations"
"I","IGC",554,"conflict"
"I","IGC",554,"undermining"
"I","IGC",554,"clause"
"I","IGC",554,"mandated"
"II","IGC",555,"ensure"
"II","IGC",555,"coordination"
"II","IGC",555,"integration"
"II","IGC",555,"cooperation"
"II","IGC",555,"promoting"
"II","IGC",555,"cross"
"II","IGC",555,"sectoral"
"II","IGC",555,"cross"
"II","IGC",555,"regional"
"II","IGC",555,"cooperation"
"IV","IGC",556,"practical"
"IV","IGC",556,"applicability"
"IV","IGC",556,"compensation"
"IV","IGC",556,"liability"
"IV","IGC",556,"regime"
"IV","IGC",556,"depend"
"IV","IGC",556,"quality"
"IV","IGC",556,"accuracy"
"IV","IGC",556,"reporting"
"IV","IGC",556,"monitoring"
"IV","IGC",556,"information"
"IV","IGC",556,"requirements"
"IV","IGC",556,"set"
"V","IGC",557,"adopt"
"V","IGC",557,"institutional"
"V","IGC",557,"mechanisms"
"II","PrepCom",558,"significant"
"II","PrepCom",558,"progress"
"II","PrepCom",558,"fisheries"
"III","BBNJ WG",559,"consolidate"
"III","BBNJ WG",559,"fundamental"
"III","BBNJ WG",559,"principles"
"III","BBNJ WG",559,"ocean"
"III","BBNJ WG",559,"management"
"III","BBNJ WG",559,"governance"
"III","IGC",560,"conservation"
"III","IGC",560,"management"
"III","IGC",560,"measures"
"III","IGC",560,"established"
"III","IGC",560,"seas"
"III","IGC",560,"adopted"
"III","IGC",560,"national"
"III","IGC",560,"jurisdiction"
"III","IGC",560,"compatible"
"III","IGC",560,"ensure"
"III","IGC",560,"conservation"
"III","IGC",560,"management"
"III","IGC",560,"straddling"
"III","IGC",560,"fish"
"III","IGC",560,"stocks"
"III","IGC",560,"highly"
"III","IGC",560,"migratory"
"III","IGC",560,"fish"
"III","IGC",560,"stocks"
"III","IGC",560,"entirety"
"V","IGC",561,"compensation"
"V","IGC",561,"support"
"V","IGC",561,"robust"
"V","IGC",561,"obligations"
"V","IGC",561,"relation"
"V","IGC",561,"compensation"
"V","IGC",561,"environmental"
"V","IGC",561,"damage"
"V","IGC",561,"ensure"
"V","IGC",561,"law"
"V","IGC",561,"practice"
"V","IGC",561,"science"
"V","IGC",561,"financing"
"V","IGC",561,"ecological"
"V","IGC",561,"restoration"
"V","IGC",561,"adequately"
"V","IGC",561,"addressed"
"I","IGC",562,"enable"
"I","IGC",562,"facilitate"
"I","IGC",562,"establishment"
"I","IGC",562,"compatible"
"I","IGC",562,"conservation"
"I","IGC",562,"management"
"I","IGC",562,"measures"
"I","IGC",562,"boundaries"
"I","IGC",562,"addressing"
"I","IGC",562,"concerns"
"I","IGC",562,"adjacent"
"I","IGC",562,"developing"
"I","IGC",562,"boost"
"I","IGC",562,"capability"
"I","IGC",562,"conserve"
"I","IGC",562,"manage"
"I","IGC",562,"straddling"
"I","IGC",562,"ecosystems"
"I","IGC",562,"highly"
"I","IGC",562,"migratory"
"I","IGC",562,"species"
"III","BBNJ WG",563,"provide"
"III","BBNJ WG",563,"basis"
"III","BBNJ WG",563,"global"
"III","BBNJ WG",563,"ecosystem"
"III","BBNJ WG",563,"based"
"III","BBNJ WG",563,"precautionary"
"III","BBNJ WG",563,"management"
"III","BBNJ WG",563,"regime"
"III","IGC",564,"conference"
"III","IGC",564,"parties"
"III","IGC",564,"arrangements"
"III","IGC",564,"consultation"
"III","IGC",564,"establish"
"III","IGC",564,"coordination"
"III","IGC",564,"collaboration"
"III","IGC",564,"mechanism"
"III","IGC",564,"enhance"
"III","IGC",564,"cooperation"
"III","IGC",564,"relevant"
"III","IGC",564,"legal"
"III","IGC",564,"instruments"
"III","IGC",564,"frameworks"
"III","IGC",564,"relevant"
"III","IGC",564,"bodies"
"III","IGC",564,"regard"
"III","IGC",564,"abmts"
"I","IGC",565,"establish"
"I","IGC",565,"rules"
"I","IGC",565,"consequences"
"I","IGC",565,"damage"
"I","IGC",565,"abnj"
"I","IGC",565,"biodiversity"
"I","IGC",565,"pertinent"
"I","IGC",565,"information"
"I","IGC",565,"reparation"
"I","IGC",565,"compensation"
"II","IGC",566,"build"
"II","IGC",566,"unclos"
"II","IGC",566,"encourage"
"II","IGC",566,"cooperate"
"II","IGC",566,"strengthen"
"II","IGC",566,"existing"
"II","IGC",566,"organizations"
"II","IGC",566,"join"
"II","IGC",566,"act"
"II","IGC",566,"faith"
"II","IGC",566,"relevant"
"II","IGC",566,"existing"
"II","IGC",566,"organizations"
"II","IGC",566,"consult"
"II","IGC",566,"overlapping"
"II","IGC",566,"competencies"
"II","BBNJ WG",567,"regional"
"II","BBNJ WG",567,"initiatives"
"II","BBNJ WG",567,"global"
"II","BBNJ WG",567,"imprimatur"
"II","BBNJ WG",567,"regional"
"II","BBNJ WG",567,"conservation"
"II","BBNJ WG",567,"measures"
"II","BBNJ WG",567,"mechanisms"
"II","BBNJ WG",567,"encourage"
"II","BBNJ WG",567,"compliance"
"II","BBNJ WG",567,"extra"
"II","BBNJ WG",567,"regional"
"II","BBNJ WG",567,"parties"
"VI","IGC",568,"adjacent"
"VI","IGC",568,"coastal"
"VI","IGC",568,"prominent"
"VI","IGC",568,"role"
"VI","IGC",568,"designating"
"VI","IGC",568,"mpas"
"VI","IGC",568,"conducting"
"VI","IGC",568,"eias"
"VI","IGC",568,"collecting"
"VI","IGC",568,"mgrs"
"VI","IGC",568,"abnj"
"VI","IGC",568,"close"
"VI","IGC",568,"national"
"VI","IGC",568,"jurisdiction"
"I","IGC",569,"monetizing"
"I","IGC",569,"environmental"
"I","IGC",569,"damage"
"I","IGC",569,"difficult"
"I","IGC",569,"due"
"I","IGC",569,"heterogeneous"
"I","IGC",569,"nature"
"I","IGC",569,"ocean"
"I","IGC",569,"environment"
"I","IGC",569,"dearth"
"I","IGC",569,"detailed"
"I","IGC",569,"baseline"
"I","IGC",569,"scientific"
"I","IGC",569,"knowledge"
"I","IGC",569,"functioning"
"I","IGC",569,"marine"
"I","IGC",569,"ecosystems"
"I","IGC",570,"adopt"
"I","IGC",570,"measures"
"I","IGC",570,"duty"
"I","IGC",570,"cooperate"
"I","IGC",570,"scientific"
"I","IGC",570,"research"
"I","IGC",570,"including"
"I","IGC",570,"data"
"I","IGC",570,"sharing"
"I","IGC",570,"effect"
"I","IGC",570,"scientific"
"I","IGC",570,"technical"
"I","IGC",570,"assistance"
"I","IGC",570,"developing"
"I","IGC",570,"enable"
"I","IGC",570,"protection"
"I","IGC",570,"preservation"
"I","IGC",570,"marine"
"I","IGC",570,"environment"
"II","BBNJ WG",571,"address"
"II","BBNJ WG",571,"institutional"
"II","BBNJ WG",571,"weaknesses"
"II","BBNJ WG",571,"unclos"
"II","BBNJ WG",571,"hamper"
"II","BBNJ WG",571,"effective"
"II","BBNJ WG",571,"implementation"
"II","BBNJ WG",571,"existing"
"II","BBNJ WG",571,"instruments"
"III","IGC",572,"final"
"III","IGC",572,"text"
"III","IGC",572,"provide"
"III","IGC",572,"specific"
"III","IGC",572,"institutional"
"III","IGC",572,"mechanisms"
"III","IGC",572,"enhance"
"III","IGC",572,"implementation"
"III","IGC",572,"duty"
"III","IGC",572,"cooperate"
"I","IGC",573,"pose"
"I","IGC",573,"challenges"
"I","IGC",573,"context"
"I","IGC",573,"including"
"I","IGC",573,"patent"
"I","IGC",573,"putting"
"I","IGC",573,"fiscal"
"I","IGC",573,"pure"
"I","IGC",573,"environmental"
"I","IGC",573,"damage"
"I","IGC",573,"biodiversity"
"I","IGC",573,"abnj"
"I","IGC",574,"cautious"
"I","IGC",574,"conservation"
"I","IGC",574,"management"
"I","IGC",574,"measures"
"I","IGC",574,"emergency"
"I","IGC",574,"actions"
"I","IGC",574,"natural"
"I","IGC",574,"phenomenon"
"I","IGC",574,"conditions"
"I","IGC",574,"basis"
"I","IGC",574,"conservation"
"I","IGC",574,"management"
"I","IGC",574,"provisions"
"I","IGC",574,"consideration"
"I","IGC",574,"human"
"I","IGC",574,"activities"
"I","IGC",574,"impact"
"I","IGC",574,"marine"
"I","IGC",574,"environment"
"IV","BBNJ WG",575,"provide"
"IV","BBNJ WG",575,"regular"
"IV","BBNJ WG",575,"forum"
"IV","BBNJ WG",575,"review"
"IV","BBNJ WG",575,"information"
"IV","BBNJ WG",575,"exchange"
"IV","BBNJ WG",575,"mutual"
"IV","BBNJ WG",575,"evaluation"
"IV","BBNJ WG",575,"updating"
"IV","BBNJ WG",575,"provide"
"IV","BBNJ WG",575,"consistency"
"IV","BBNJ WG",575,"flexibility"
"IV","BBNJ WG",575,"respond"
"IV","BBNJ WG",575,"issues"
"IV","BBNJ WG",575,"threats"
"IV","IGC",576,"enhance"
"IV","IGC",576,"implementation"
"IV","IGC",576,"providing"
"IV","IGC",576,"venue"
"IV","IGC",576,"interregime"
"IV","IGC",576,"learning"
"IV","IGC",576,"cooperation"
"III","IGC",577,"difficult"
"III","IGC",577,"aspect"
"III","IGC",577,"extent"
"III","IGC",577,"regime"
"III","IGC",577,"designed"
"III","IGC",577,"firm"
"III","IGC",577,"onus"
"III","IGC",577,"private"
"III","IGC",577,"parties"
"III","IGC",577,"environmental"
"III","IGC",577,"damage"
"III","IGC",577,"spares"
"III","IGC",577,"responsibility"
"III","IGC",577,"financial"
"III","IGC",577,"liability"
"III","IGC",577,"provided"
"III","IGC",577,"discharge"
"III","IGC",577,"due"
"III","IGC",577,"diligence"
"III","IGC",577,"obligations"
"III","IGC",578,"create"
"III","IGC",578,"platform"
"III","IGC",578,"international"
"III","IGC",578,"cooperation"
"III","IGC",578,"coherent"
"III","IGC",578,"action"
"II","BBNJ WG",579,"create"
"II","BBNJ WG",579,"bridge"
"II","BBNJ WG",579,"global"
"II","BBNJ WG",579,"regional"
"II","BBNJ WG",579,"sectoral"
"II","BBNJ WG",579,"organizations"
"II","BBNJ WG",579,"preventing"
"II","BBNJ WG",579,"duplication"
"II","BBNJ WG",579,"effort"
"II","BBNJ WG",579,"enhancing"
"II","BBNJ WG",579,"exchange"
"II","BBNJ WG",579,"practices"
"II","BBNJ WG",579,"information"
"I","IGC",580,"reference"
"I","IGC",580,"ecosystem"
"I","IGC",580,"approach"
"I","IGC",580,"reinforce"
"I","IGC",580,"principle"
"I","IGC",580,"compatibility"
"I","IGC",580,"national"
"I","IGC",580,"jurisdiction"
"I","IGC",580,"adopted"
"II","IGC",581,"support"
"II","IGC",581,"undermine"
"II","IGC",581,"existing"
"II","IGC",581,"instruments"
"II","IGC",581,"frameworks"
"II","IGC",581,"bodies"
"II","IGC",581,"galvanizing"
"II","IGC",581,"action"
"II","IGC",581,"global"
"II","IGC",581,"level"
"II","IGC",581,"rules"
"II","IGC",581,"standards"
"II","IGC",581,"recommended"
"II","IGC",581,"practices"
"II","IGC",581,"procedures"
"II","IGC",581,"implemented"
"III","BBNJ WG",582,"waiting"
"III","BBNJ WG",582,"conclusion"
"III","BBNJ WG",582,"delay"
"III","BBNJ WG",582,"conservation"
"III","BBNJ WG",582,"crucial"
"III","BBNJ WG",582,"ecosystem"
"III","BBNJ WG",582,"services"
"V","IGC",583,"scheme"
"V","IGC",583,"decision"
"V","IGC",583,"body"
"V","IGC",583,"cop"
"V","IGC",583,"competent"
"V","IGC",583,"establish"
"V","IGC",583,"network"
"V","IGC",583,"mpas"
"IV","IGC",584,"provide"
"IV","IGC",584,"robust"
"IV","IGC",584,"vehicle"
"IV","IGC",584,"implementation"
"IV","IGC",584,"cbd"
"IV","IGC",584,"provisions"
"II","BBNJ WG",585,"accepted"
"V","IGC",586,"global"
"V","IGC",586,"model"
"V","IGC",586,"envisioned"
"V","IGC",586,"decision"
"V","IGC",586,"body"
"V","IGC",586,"empowered"
"V","IGC",586,"decisions"
"V","IGC",586,"specific"
"V","IGC",586,"binding"
"V","IGC",586,"parties"
"V","IGC",586,"including"
"V","IGC",586,"establishing"
"V","IGC",586,"seas"
"V","IGC",586,"mpas"
"V","IGC",586,"approving"
"V","IGC",586,"eias"
"II","IGC",587,"build"
"II","IGC",587,"cbd’s"
"II","IGC",587,"actions"
"II","IGC",587,"conserve"
"II","IGC",587,"scientific"
"II","IGC",587,"process"
"II","IGC",587,"describe"
"II","IGC",587,"ecologically"
"II","IGC",587,"biologically"
"II","IGC",587,"significant"
"II","IGC",587,"marine"
"II","IGC",587,"ebsas"
"II","IGC",587,"voluntary"
"II","IGC",587,"guidelines"
"II","IGC",587,"consideration"
"II","IGC",587,"biodiversity"
"II","IGC",587,"eias"
"II","IGC",587,"seas"
"II","IGC",587,"abnj"
"II","BBNJ WG",588,"costly"
"II","BBNJ WG",588,"time"
"II","BBNJ WG",588,"consuming"
"II","BBNJ WG",588,"negotiate"
"II","IGC",589,"include"
"II","IGC",589,"conflict"
"II","IGC",589,"clause"
"II","IGC",589,"principles"
"III","IGC",590,"enable"
"III","IGC",590,"parties"
"III","IGC",590,"rapid"
"III","IGC",590,"direct"
"III","IGC",590,"action"
"III","IGC",590,"seek"
"III","IGC",590,"promote"
"III","IGC",590,"comparable"
"III","IGC",590,"measures"
"III","IGC",590,"relevant"
"III","IGC",590,"sectoral"
"III","IGC",590,"organizations"
